2024-07-22 11:06:02.745024
Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
-1676500752;-1676500752;En ligne;0006;C6;1;Cesson-Sévigné;48.105607, -1.687685;-77
-1345297744;-1345297744;En ligne;0012;12;1;Villejean-U;48.134841, -1.698764;-66
-399651738;-399651738;Hors-service;;;;;48.114236, -1.580187;
-764465742;-764465742;En ligne;0006;C6;1;Cesson-Sévigné;48.082537, -1.715276;-60
-615669736;-615669736;Hors-service;;;;;48.115675, -1.578185;
1242011280;1242011280;Hors-service;;;;;48.108957, -1.642031;
-34837734;-34837734;Hors-service;;;;;48.108952, -1.641465;
478772276;478772276;Hors-service;;;;;48.109596, -1.642747;
1971639288;1971639288;Hors-service;;;;;48.108958, -1.641789;
147569268;147569268;Hors-service;;;;;48.115596, -1.578111;
661179278;661179278;Hors-service;;;;;48.110879, -1.644031;
-1958514004;-1958514004;Hors-service;;;;;48.109035, -1.641876;
-51643232;-51643232;Hors-service;;;;;48.109673, -1.643077;
843586280;843586280;En ligne;0012;12;1;Villejean-U;48.120268, -1.681016;101
-1776107002;-1776107002;Hors-service;;;;;48.115512, -1.578426;
677984776;677984776;Hors-service;;;;;48.079999, -1.73539;
-1627310996;-1627310996;Hors-service;;;;;48.114395, -1.579797;
1042798780;1042798780;Hors-service;;;;;48.110077, -1.642426;
-1162890742;-1162890742;Hors-service;;;;;48.115118, -1.578352;
1009187784;1009187784;Hors-service;;;;;48.110153, -1.640508;
1590019786;1590019786;En ligne;0056;56;0;Chavagne;48.107577, -1.677819;12
-980483740;-980483740;En ligne;0012;12;0;La Poterie;48.111684, -1.674966;20
-1860134492;-1860134492;Hors-service;;;;;48.111113, -1.644038;
-798076738;-798076738;Hors-service;;;;;48.115913, -1.577627;
1573214288;1573214288;En ligne;0012;12;0;La Poterie;48.090872, -1.658539;75
-1677727490;-1677727490;Hors-service;;;;;48.109835, -1.641476;
1025993282;1025993282;En ligne;0012;12;1;Villejean-U;48.087358, -1.642757;0
1755621290;1755621290;En ligne;0012;12;0;La Poterie;48.137144, -1.689367;26
-1495320488;-1495320488;En ligne;0032;32;1;Saint-Grégoire;48.136792, -1.686212;250
1938028292;1938028292;Inconnu;0012;12;0;La Poterie;48.098875, -1.675635;
2120435294;2120435294;Hors-service;;;;;48.109201, -1.642026;
-948099482;-948099482;Hors-service;;;;;48.111033, -1.643788;
-1444903994;-1444903994;Hors-service;;;;;48.109192, -1.641796;
-1992125000;-1992125000;Hors-service;;;;;48.109194, -1.641958;
146342530;146342530;Hors-service;;;;;48.063675, -1.701154;
1374001788;1374001788;Hors-service;;;;;48.110878, -1.644515;
1191594786;1191594786;Hors-service;;;;;48.110236, -1.640676;
328749532;328749532;Hors-service;;;;;48.063678, -1.701073;
1556408790;1556408790;Hors-service;;;;;48.110319, -1.641545;
1921222794;1921222794;Hors-service;;;;;48.111201, -1.644113;
-616896474;-616896474;En ligne;0002;C2;0;Haut Sancé;48.091971, -1.636166;111
2103629796;2103629796;Hors-service;;;;;48.110474, -1.642191;
2070018800;2070018800;En ligne;0013;13;0;Porte de Ker Lann;48.07506, -1.716048;281
-69675468;-69675468;En ligne;0001;C1;1;Cesson-Viasilva;48.107291, -1.671616;-127
-2008930498;-2008930498;Hors-service;;;;;48.110873, -1.644192;
-1312913486;-1312913486;En ligne;0032;32;1;Saint-Grégoire;48.085548, -1.67482;-14
842359542;842359542;Hors-service;;;;;48.11064, -1.641869;
-2042541494;-2042541494;En ligne;0064;64;0;Cesson-Viasilva;48.140554, -1.58045;113
-583285478;-583285478;En ligne;0014;14;0;Roazhon Park;48.121905, -1.640329;-25
1571987550;1571987550;En ligne;0002;C2;1;Saint-Grégoire;48.105558, -1.665783;153
-1130506484;-1130506484;En ligne;0006;C6;1;Cesson-Sévigné;48.110113, -1.655915;103
-218471474;-218471474;Hors-service;;;;;48.109915, -1.641065;
1936801554;1936801554;Hors-service;;;;;48.110714, -1.64411;
-765692480;-765692480;Hors-service;;;;;48.109836, -1.641233;
-36064472;-36064472;Hors-service;;;;;48.063675, -1.701154;
-1628537734;-1628537734;En ligne;0005;C5;1;Saint-Laurent;48.08542, -1.691854;27
-400878476;-400878476;Hors-service;;;;;48.109833, -1.641072;
477545538;477545538;Hors-service;;;;;48.110476, -1.644426;
-1081316728;-1081316728;Hors-service;;;;;48.110555, -1.643558;
-799303476;-799303476;En ligne;0006;C6;1;Cesson-Sévigné;48.11854, -1.601102;20
1024766544;1024766544;En ligne;0007;C7;0;Bruz;48.024044, -1.752986;217
-351688720;-351688720;En ligne;0007;C7;1;St-Jacques-Gaîté;48.035676, -1.757405;-24
-252082470;-252082470;Hors-service;;;;;48.110479, -1.644588;
1207173546;1207173546;En ligne;0005;C5;0;Lycée Bréquigny;48.138716, -1.659071;0
-169281718;-169281718;En ligne;0002;C2;0;Haut Sancé;48.105866, -1.672997;49
112731534;112731534;En ligne;0001;C1;1;Cesson-Viasilva;48.114283, -1.674657;75
1754394552;1754394552;Hors-service;;;;;48.111197, -1.644193;
560346290;560346290;En ligne;0002;C2;0;Haut Sancé;48.158889, -1.674769;57
659952540;659952540;En ligne;0003;C3;0;Henri Fréville;48.118268, -1.676235;24
-1993351738;-1993351738;Hors-service;;;;;48.110552, -1.643867;
1107567296;1107567296;En ligne;0013;13;1;Chantepie;48.087381, -1.645369;356
1389580548;1389580548;Hors-service;;;;;48.110319, -1.641787;
-1446130732;-1446130732;Hors-service;;;;;48.110636, -1.643794;
1472381300;1472381300;En ligne;0004;C4;1;ZA Saint-Sulpice;48.110081, -1.661727;194
2119208556;2119208556;Hors-service;;;;;48.11112, -1.643634;
195532286;195532286;Hors-service;;;;;48.110474, -1.643793;
-998515976;-998515976;Hors-service;;;;;48.110073, -1.642991;
-1810944736;-1810944736;Hors-service;;;;;48.110555, -1.643787;
377939288;377939288;En ligne;0004;C4;0;Grand Quartier;48.132994, -1.695786;229
79120538;79120538;Hors-service;;;;;48.110236, -1.642507;
-898909726;-898909726;En ligne;0005;C5;0;Lycée Bréquigny;48.123833, -1.651551;61
742753292;742753292;En ligne;0005;C5;1;Saint-Laurent;48.108491, -1.680215;-90
443934542;443934542;Hors-service;;;;;48.064, -1.701156;
-716502724;-716502724;En ligne;0001;C1;0;Chantepie;48.090476, -1.624208;346
925160294;925160294;Hors-service;;;;;48.110319, -1.643389;
1355969552;1355969552;Hors-service;;;;;48.064715, -1.70243;
13125284;13125284;Hors-service;;;;;48.109995, -1.643145;
1289974298;1289974298;Hors-service;;;;;48.110313, -1.643308;
1720783556;1720783556;Hors-service;;;;;48.064794, -1.70315;
1654788302;1654788302;Hors-service;;;;;48.111195, -1.644031;
2019602306;2019602306;En ligne;0001;C1;0;Chantepie;48.115868, -1.674232;-29
-1662148730;-1662148730;Hors-service;;;;;48.11064, -1.641869;
1837195304;1837195304;En ligne;0003;C3;0;Henri Fréville;48.10277, -1.676747;283
-2092957988;-2092957988;Hors-service;;;;;48.110078, -1.643314;
-1114927724;-1114927724;En ligne;0014;14;1;Beaulieu Chimie;48.111853, -1.713465;19
-1728143984;-1728143984;En ligne;0002;C2;1;Saint-Grégoire;48.092929, -1.640233;49
-1910550986;-1910550986;En ligne;0004;C4;1;ZA Saint-Sulpice;48.108229, -1.694271;114
161921290;161921290;Hors-service;;;;;48.11, -1.641638;
-1363329980;-1363329980;Hors-service;;;;;48.110241, -1.643315;
-1545736982;-1545736982;Hors-service;;;;;48.110076, -1.643152;
344328292;344328292;Hors-service;;;;;48.052953, -1.717465;
-816108974;-816108974;En ligne;0002;C2;1;Saint-Grégoire;48.116445, -1.690801;239
-1180922978;-1180922978;Hors-service;;;;;48.111197, -1.644193;
526735294;526735294;Hors-service;;;;;48.109999, -1.64075;
-633701972;-633701972;En ligne;0004;C4;1;ZA Saint-Sulpice;48.127667, -1.703256;2
-451294970;-451294970;En ligne;0004;C4;0;Grand Quartier;48.132765, -1.636489;0
891549298;891549298;Hors-service;;;;;48.110073, -1.641389;
1538376554;1538376554;Hors-service;;;;;48.064398, -1.703155;
626341544;626341544;Hors-service;;;;;48.064794, -1.70315;
1073956300;1073956300;Hors-service;;;;;48.110077, -1.642668;
1903190558;1903190558;Hors-service;;;;;48.064801, -1.702989;
1173562550;1173562550;Hors-service;;;;;48.064873, -1.702753;
1438770304;1438770304;En ligne;0014;14;1;Beaulieu Chimie;48.127934, -1.657487;-154
-1844555732;-1844555732;Hors-service;;;;;48.063676, -1.700912;
2085597560;2085597560;Hors-service;;;;;48.064801, -1.702989;
1322358556;1322358556;Hors-service;;;;;48.064237, -1.701069;
-932520722;-932520722;Hors-service;;;;;48.11, -1.641867;
-2026962734;-2026962734;Hors-service;;;;;48.064712, -1.70251;
1504765558;1504765558;Hors-service;;;;;48.064798, -1.702827;
-567706718;-567706718;Hors-service;;;;;48.110557, -1.641229;
-1479741728;-1479741728;Hors-service;;;;;48.110312, -1.641948;
2051986564;2051986564;Hors-service;;;;;48.064154, -1.700914;
-202892714;-202892714;Hors-service;;;;;48.11, -1.641638;
-1297334726;-1297334726;Hors-service;;;;;48.109994, -1.642028;
-2060573730;-2060573730;Hors-service;;;;;48.064153, -1.701385;
709142296;709142296;Hors-service;;;;;48.110237, -1.642036;
-385299716;-385299716;Hors-service;;;;;48.109994, -1.641786;
-1695759726;-1695759726;En ligne;0007;C7;0;Bruz;48.058337, -1.723929;-23
1256363302;1256363302;En ligne;0003;C3;1;Patton;48.118858, -1.675453;-17
-20485712;-20485712;En ligne;0006;C6;0;Aéroport;48.117375, -1.608323;142
-601317714;-601317714;En ligne;0005;C5;0;Lycée Bréquigny;48.138796, -1.659307;0
1139951554;1139951554;Hors-service;;;;;48.064234, -1.701392;
957544552;957544552;Hors-service;;;;;48.063677, -1.700428;
-418910712;-418910712;En ligne;0005;C5;0;Lycée Bréquigny;48.110118, -1.660102;257
-1878166728;-1878166728;Hors-service;;;;;48.064476, -1.703229;
1687172560;1687172560;Hors-service;;;;;48.064954, -1.702989;
310717296;310717296;Hors-service;;;;;48.064079, -1.700746;
-1330945722;-1330945722;En ligne;0002;C2;1;Saint-Grégoire;48.151491, -1.685833;350
1869579562;1869579562;Hors-service;;;;;48.064713, -1.703156;
675531300;675531300;Hors-service;;;;;48.063995, -1.70059;
-783724716;-783724716;Hors-service;;;;;48.110638, -1.642825;
-1513352724;-1513352724;En ligne;0004;C4;0;Grand Quartier;48.11788, -1.704538;-14
1222752306;1222752306;Hors-service;;;;;48.064716, -1.703075;
-236503710;-236503710;En ligne;0001;C1;0;Chantepie;48.103034, -1.661913;-43
-1148538720;-1148538720;En ligne;0007;C7;1;St-Jacques-Gaîté;48.091173, -1.703775;120
1587566310;1587566310;Hors-service;;;;;48.063916, -1.700987;
1040345304;1040345304;Hors-service;;;;;48.064876, -1.702915;
-966131718;-966131718;Hors-service;;;;;48.110074, -1.642506;
1952380314;1952380314;Hors-service;;;;;48.064478, -1.702274;
-1430551972;-1430551972;Hors-service;;;;;48.06472, -1.701865;
-54096708;-54096708;En ligne;0006;C6;0;Aéroport;48.067454, -1.719808;266
2134787316;2134787316;Hors-service;;;;;48.064312, -1.702596;
-1248144970;-1248144970;Hors-service;;;;;48.063837, -1.700267;
493124298;493124298;En ligne;0003;C3;1;Patton;48.097784, -1.675176;53
-1977772978;-1977772978;Hors-service;;;;;48.063996, -1.701236;
-1065737968;-1065737968;Hors-service;;;;;48.06384, -1.700187;
857938302;857938302;Hors-service;;;;;48.063914, -1.700825;
-1795365976;-1795365976;Hors-service;;;;;48.111273, -1.644106;
-700923964;-700923964;Hors-service;;;;;48.064394, -1.700989;
1405159308;1405159308;Hors-service;;;;;48.063914, -1.700355;
-518516962;-518516962;Hors-service;;;;;48.064394, -1.700989;
-153702958;-153702958;Hors-service;;;;;48.064313, -1.700753;
1769973312;1769973312;Hors-service;;;;;48.063919, -1.700907;
211111046;211111046;Hors-service;;;;;48.064639, -1.702746;
758332052;758332052;Hors-service;;;;;48.064713, -1.702026;
-1612958974;-1612958974;Hors-service;;;;;48.110315, -1.64211;
393518048;393518048;Hors-service;;;;;48.064555, -1.70259;
1487960060;1487960060;Hors-service;;;;;48.064077, -1.700356;
-883330966;-883330966;Hors-service;;;;;48.063758, -1.700435;
940739054;940739054;En ligne;0001;C1;1;Cesson-Viasilva;48.129534, -1.631076;159
-1894972226;-1894972226;Hors-service;;;;;48.064801, -1.702989;
-336109960;-336109960;Hors-service;;;;;48.064716, -1.703075;
1123146056;1123146056;Hors-service;;;;;48.064152, -1.700268;
-1347751220;-1347751220;Hors-service;;;;;48.109592, -1.643069;
28704044;28704044;Hors-service;;;;;48.064316, -1.700673;
1305553058;1305553058;En ligne;0005;C5;0;Lycée Bréquigny;48.099754, -1.687071;222
-618123212;-618123212;Hors-service;;;;;48.109995, -1.641072;
575925050;575925050;Hors-service;;;;;48.111752, -1.680275;
1670367062;1670367062;Hors-service;;;;;48.064797, -1.701953;
2018375568;2018375568;Hors-service;;;;;48.147434, -1.706432;
2035181066;2035181066;Hors-service;;;;;48.064793, -1.702275;
1852774064;1852774064;En ligne;0001;C1;1;Cesson-Viasilva;48.085286, -1.611081;43
-1911777724;-1911777724;Hors-service;;;;;48.146952, -1.705877;
-2077379228;-2077379228;En ligne;0004;C4;0;Grand Quartier;48.109891, -1.674928;102
-1712565224;-1712565224;En ligne;0001;C1;0;Chantepie;48.130971, -1.624564;17
-634928710;-634928710;En ligne;0076;76;1;Rennes;48.116415, -1.723107;112
1471154562;1471154562;Hors-service;;;;;48.110797, -1.642677;
-1530158222;-1530158222;En ligne;0005;C5;1;Saint-Laurent;48.097775, -1.78091;93
-87707704;-87707704;Hors-service;;;;;48.146959, -1.705474;
-1729370722;-1729370722;Hors-service;;;;;48.146958, -1.705716;
-1165344218;-1165344218;En ligne;0003;C3;0;Henri Fréville;48.138633, -1.665945;0
-469327206;-469327206;Hors-service;;;;;48.09944, -1.632838;
-452521708;-452521708;En ligne;0081;81;0;Clayes-Romillé;48.153885, -1.803264;27
-982937216;-982937216;En ligne;0003;C3;1;Patton;48.087916, -1.674666;0
625114806;625114806;Hors-service;;;;;48.097273, -1.624669;
-270114706;-270114706;Hors-service;;;;;48.146953, -1.705392;
-800530214;-800530214;Hors-service;;;;;48.109912, -1.640675;
989928810;989928810;Hors-service;;;;;48.146872, -1.705156;
94699298;94699298;Hors-service;;;;;48.146959, -1.705474;
-1546963720;-1546963720;En ligne;0052;52;1;Montgermont | La Chapelle;48.154083, -1.836129;24
-75809158;-75809158;Hors-service;;;;;48.096072, -1.625869;
277106300;277106300;Hors-service;;;;;48.146956, -1.705554;
-1364556718;-1364556718;Hors-service;;;;;48.146953, -1.705392;
1018632854;1018632854;Hors-service;;;;;48.146553, -1.705707;
-1746176220;-1746176220;Hors-service;;;;;48.052796, -1.717317;
-1182149716;-1182149716;En ligne;0078;78;1;Betton;48.121193, -1.702828;0
2113074866;2113074866;Hors-service;;;;;48.146552, -1.705949;
-1016548212;-1016548212;Hors-service;;;;;48.052875, -1.717391;
-999742714;-999742714;Hors-service;;;;;48.147353, -1.706425;
-905043416;-905043416;Hors-service;;;;;48.147674, -1.704029;
-651734208;-651734208;Hors-service;;;;;48.146872, -1.705156;
-1381362216;-1381362216;Hors-service;;;;;48.052875, -1.717391;
-722636414;-722636414;En ligne;0065;65;1;Rennes;48.142659, -1.770037;33
-104513202;-104513202;Hors-service;;;;;48.099434, -1.632986;
-834141210;-834141210;Hors-service;;;;;48.099353, -1.63275;
6991594;6991594;En ligne;0051;51;1;Betton;48.136435, -1.659085;14
77893800;77893800;Hors-service;;;;;48.0792, -1.735076;
-286920204;-286920204;Hors-service;;;;;48.099518, -1.632912;
736619602;736619602;Hors-service;;;;;48.097357, -1.624353;
260300802;260300802;Hors-service;;;;;48.079116, -1.734908;
442707804;442707804;Hors-service;;;;;48.08008, -1.735155;
1283840608;1283840608;Hors-service;;;;;48.096477, -1.626106;
807521808;807521808;Hors-service;;;;;48.146875, -1.705318;
1537149816;1537149816;Inconnu;;;;;48.105194, -1.676989;
2013468616;2013468616;Hors-service;;;;;48.097038, -1.624675;
1354742814;1354742814;Hors-service;;;;;48.096718, -1.625952;
1901963820;1901963820;Hors-service;;;;;48.096475, -1.625716;
-1916684676;-1916684676;En ligne;0004;C4;0;Grand Quartier;48.120326, -1.631668;103
1719556818;1719556818;Hors-service;;;;;48.096633, -1.624438;
106597844;106597844;Hors-service;;;;;48.096235, -1.625385;
-1734277674;-1734277674;En ligne;0054;54;1;Rennes;48.096151, -1.769822;175
2084370822;2084370822;Hors-service;;;;;48.099599, -1.632906;
471411848;471411848;Hors-service;;;;;48.147035, -1.706275;
-1551870672;-1551870672;Hors-service;;;;;48.09696, -1.62483;
289004846;289004846;En ligne;0055;55;0;Mordelles Le Verger;48.109835, -1.684049;127
653818850;653818850;Hors-service;;;;;48.147595, -1.705557;
-1369463670;-1369463670;Hors-service;;;;;48.096238, -1.625547;
836225852;836225852;Hors-service;;;;;48.09712, -1.626028;
1201039856;1201039856;Hors-service;;;;;48.146559, -1.705788;
-1187056668;-1187056668;Hors-service;;;;;48.11568, -1.578508;
1383446858;1383446858;Hors-service;;;;;48.097039, -1.626276;
1748260862;1748260862;Hors-service;;;;;48.096795, -1.626268;
-822242664;-822242664;En ligne;0011;11;1;La Poterie;48.092667, -1.639793;173
1565853860;1565853860;Hors-service;;;;;48.09648, -1.624666;
-1452264422;-1452264422;Hors-service;;;;;48.096393, -1.626193;
-639835662;-639835662;Hors-service;;;;;48.096873, -1.624755;
1930667864;1930667864;Hors-service;;;;;48.147355, -1.705711;
-1269857420;-1269857420;En ligne;0078;78;1;Betton;48.183732, -1.646482;171
-457428660;-457428660;Hors-service;;;;;48.096717, -1.624593;
-1817078426;-1817078426;En ligne;0071;71;0;Rennes;48.217875, -1.581464;-920
-1087450418;-1087450418;Hors-service;;;;;48.146635, -1.706347;
89792346;89792346;Hors-service;;;;;48.146638, -1.705391;
-1634671424;-1634671424;Hors-service;;;;;48.09712, -1.62627;
-357822410;-357822410;Hors-service;;;;;48.096719, -1.625226;
1184234358;1184234358;Hors-service;;;;;48.146636, -1.704987;
-540229412;-540229412;Hors-service;;;;;48.146557, -1.706515;
-175415408;-175415408;Hors-service;;;;;48.097034, -1.624109;
-1651476922;-1651476922;Hors-service;;;;;48.147356, -1.706358;
371805598;371805598;En ligne;0077;77;1;Rennes;48.120517, -1.708462;140
1648654612;1648654612;Hors-service;;;;;48.096795, -1.626268;
-1286662918;-1286662918;Hors-service;;;;;48.146712, -1.706906;
554212600;554212600;Hors-service;;;;;48.1472, -1.705306;
-1004649666;-1004649666;Hors-service;;;;;48.096393, -1.625951;
-374627908;-374627908;Hors-service;;;;;48.146798, -1.706106;
919026604;919026604;Hors-service;;;;;48.097118, -1.624265;
-92614656;-92614656;En ligne;0052;52;1;Montgermont | La Chapelle;48.142913, -1.702055;171
-9813904;-9813904;En ligne;0002;C2;0;Haut Sancé;48.12361, -1.684248;98
1101433606;1101433606;Hors-service;;;;;48.096719, -1.624997;
272199348;272199348;Hors-service;;;;;48.146641, -1.70531;
537407102;537407102;En ligne;0052;52;0;Saint-Gilles;48.130365, -1.692105;281
1466247610;1466247610;En ligne;0051;51;0;Rennes;48.182568, -1.650167;-11
454606350;454606350;En ligne;0075;75;0;Rennes;48.03984, -1.541957;-52
719814104;719814104;Hors-service;;;;;48.146798, -1.706106;
1831061614;1831061614;Hors-service;;;;;48.109918, -1.642587;
637013352;637013352;Hors-service;;;;;48.097198, -1.626357;
902221106;902221106;Hors-service;;;;;48.146795, -1.706186;
-2099091678;-2099091678;Hors-service;;;;;48.096876, -1.626275;
1366641360;1366641360;Hors-service;;;;;48.146559, -1.706906;
1267035110;1267035110;Hors-service;;;;;48.146875, -1.705547;
-275021658;-275021658;Hors-service;;;;;48.147359, -1.705146;
1731455364;1731455364;Hors-service;;;;;48.146632, -1.705067;
1449442112;1449442112;Hors-service;;;;;48.096637, -1.625945;
819420354;819420354;Hors-service;;;;;48.096474, -1.625958;
-2016290926;-2016290926;Hors-service;;;;;48.109912, -1.642276;
-1933490174;-1933490174;Hors-service;;;;;48.096313, -1.625473;
1001827356;1001827356;En ligne;0068;68;0;Rennes;48.221758, -1.802355;0
-739441912;-739441912;Hors-service;;;;;48.096556, -1.625951;
-1751083172;-1751083172;Hors-service;;;;;48.146795, -1.706186;
1549048362;1549048362;Hors-service;;;;;48.146638, -1.705149;
-192220906;-192220906;Hors-service;;;;;48.110154, -1.641154;
1298192630;1298192630;Hors-service;;;;;48.147195, -1.705872;
1913862366;1913862366;Hors-service;;;;;48.14656, -1.706192;
1084628108;1084628108;Hors-service;;;;;48.146801, -1.706268;
2027820638;2027820638;Hors-service;;;;;48.147276, -1.706108;
-921848914;-921848914;Hors-service;;;;;48.146794, -1.706429;
1631849114;1631849114;Hors-service;;;;;48.096312, -1.625957;
-1440365876;-1440365876;Hors-service;;;;;48.079916, -1.734751;
-557034910;-557034910;Hors-service;;;;;48.096637, -1.625945;
1480599632;1480599632;Hors-service;;;;;48.147195, -1.705872;
1295739154;1295739154;Hors-service;;;;;48.079757, -1.735557;
172593098;172593098;Hors-service;;;;;48.146795, -1.705957;
-2084739656;-2084739656;Hors-service;;;;;48.147192, -1.705952;
2025367162;2025367162;Hors-service;;;;;47.95296, -1.508356;
1814256116;1814256116;Hors-service;;;;;48.146795, -1.706186;
2124973412;2124973412;Hors-service;;;;;48.080241, -1.734753;
-2087193132;-2087193132;Hors-service;;;;;48.079757, -1.735557;
1996663118;1996663118;Hors-service;;;;;48.146798, -1.705877;
-528330866;-528330866;En ligne;0053;53;0;La Chapelle-Th;48.123081, -1.862374;148
1757705932;1757705932;Hors-service;;;;;48.079752, -1.734117;
-2115897176;-2115897176;Hors-service;;;;;48.096718, -1.625952;
18890140;18890140;Hors-service;;;;;48.079357, -1.734754;
746064672;746064672;Hors-service;;;;;48.174241, -1.735049;
-1568676170;-1568676170;Hors-service;;;;;48.146793, -1.705795;
201297142;201297142;Hors-service;;;;;48.052958, -1.720034;
1293285678;1293285678;Hors-service;;;;;48.079593, -1.735394;
933378626;933378626;Hors-service;;;;;48.147195, -1.706114;
566111146;566111146;En ligne;0053;53;1;Rennes;48.120349, -1.765989;179
30788686;30788686;Hors-service;;;;;48.098955, -1.633468;
1663006634;1663006634;Hors-service;;;;;48.147198, -1.705791;
1113332152;1113332152;Hors-service;;;;;48.080316, -1.734665;
760416694;760416694;En ligne;0072;72;1;Rennes;48.04081, -1.659332;267
-1902332654;-1902332654;Hors-service;;;;;48.147198, -1.706034;
1842960160;1842960160;Hors-service;;;;;48.079354, -1.734835;
1672451704;1672451704;Hors-service;;;;;48.099112, -1.633146;
1942566410;1942566410;Hors-service;;;;;48.079676, -1.734433;
1575298930;1575298930;Hors-service;;;;;48.079038, -1.733717;
-1528073580;-1528073580;En ligne;0080;80;0;Laillé;48.083583, -1.674821;127
-1987586882;-1987586882;Hors-service;;;;;48.079834, -1.735227;
1658099682;1658099682;Hors-service;;;;;48.016312, -1.796191;
-251224566;-251224566;En ligne;0067;67;1;Cesson-Sévigné;48.114292, -1.60049;60
-1805179880;-1805179880;En ligne;0053;53;0;La Chapelle-Th;48.109436, -1.67867;177
-334025318;-334025318;En ligne;0072;72;0;Pont-Péan;48.062844, -1.699385;89
-68817564;-68817564;Hors-service;;;;;48.098877, -1.633394;
-1075551872;-1075551872;Hors-service;;;;;48.079994, -1.734825;
213195688;213195688;Hors-service;;;;;48.099432, -1.633712;
113589438;113589438;Hors-service;;;;;48.099354, -1.632037;
-893144870;-893144870;Hors-service;;;;;48.079596, -1.734426;
395602690;395602690;Hors-service;;;;;48.099273, -1.633631;
843217446;843217446;En ligne;0067;67;0;Rennes;48.109594, -1.480353;0
-345923864;-345923864;Hors-service;;;;;48.079597, -1.735072;
1307637700;1307637700;Hors-service;;;;;48.099034, -1.633072;
1025624448;1025624448;Hors-service;;;;;48.099514, -1.633706;
-163516862;-163516862;Hors-service;;;;;48.079513, -1.734916;
1490044702;1490044702;Hors-service;;;;;48.099432, -1.632111;
2134418482;2134418482;Hors-service;;;;;48.053999, -1.719468;
383704144;383704144;Hors-service;;;;;48.078716, -1.734105;
-2075294586;-2075294586;Hors-service;;;;;48.099036, -1.633476;
-1430920806;-1430920806;Hors-service;;;;;48.17976, -1.652116;
1478146156;1478146156;Hors-service;;;;;48.080153, -1.734906;
-980852574;-980852574;Hors-service;;;;;48.099439, -1.633551;
-1248513804;-1248513804;Hors-service;;;;;48.099357, -1.631956;
1660553158;1660553158;Hors-service;;;;;48.07936, -1.734674;
-616038570;-616038570;Hors-service;;;;;48.099272, -1.632514;
-701292798;-701292798;Hors-service;;;;;48.099597, -1.632515;
-1904786130;-1904786130;Hors-service;;;;;48.079674, -1.734271;
478403442;478403442;Hors-service;;;;;48.09928, -1.633228;
2049164254;2049164254;En ligne;0059;59;1;Rennes;48.075882, -1.695487;129
1110878676;1110878676;Hors-service;;;;;48.079678, -1.733949;
1208031450;1208031450;Hors-service;;;;;48.099198, -1.632117;
-1333768032;-1333768032;En ligne;0074;74;1;Rennes;47.994418, -1.652804;-53
1475692680;1475692680;Hors-service;;;;;48.079999, -1.73539;
-1978141812;-1978141812;Hors-service;;;;;48.099198, -1.633476;
-1151361030;-1151361030;Hors-service;;;;;48.052077, -1.716835;
-151618316;-151618316;Hors-service;;;;;48.099433, -1.631869;
-883699800;-883699800;Hors-service;;;;;48.099039, -1.633395;
-421733022;-421733022;Hors-service;;;;;48.05216, -1.717233;
1125230698;1125230698;Hors-service;;;;;48.098959, -1.632675;
-518885796;-518885796;Hors-service;;;;;48.098315, -1.428995;
-239326020;-239326020;Hors-service;;;;;48.051999, -1.716748;
-1710480582;-1710480582;En ligne;0072;72;1;Rennes;47.99992, -1.696915;0
-1880989038;-1880989038;Hors-service;;;;;48.0524, -1.717308;
-56919018;-56919018;Hors-service;;;;;48.051992, -1.716909;
-1163259576;-1163259576;Hors-service;;;;;48.116234, -1.577951;
-786547026;-786547026;Hors-service;;;;;48.052152, -1.716748;
1499489772;1499489772;Hors-service;;;;;48.05256, -1.717147;
-798445572;-798445572;Hors-service;;;;;48.098956, -1.632998;
-604140024;-604140024;En ligne;0061;61;0;Saint-Erblon;48.032157, -1.661365;107
-1701035512;-1701035512;Hors-service;;;;;48.06032, -1.614673;
-433631568;-433631568;Hors-service;;;;;48.099758, -1.633229;
490301988;490301988;En ligne;0061;61;1;Rennes;48.05709, -1.663657;231
-1518628510;-1518628510;Hors-service;;;;;48.052714, -1.718035;
295996440;295996440;Hors-service;;;;;48.099112, -1.632917;
672708990;672708990;Hors-service;;;;;48.05248, -1.717557;
-1153814506;-1153814506;Hors-service;;;;;48.05264, -1.717625;
-1795734810;-1795734810;Hors-service;;;;;48.098955, -1.633468;
1134675768;1134675768;Hors-service;;;;;48.052476, -1.716992;
-606593500;-606593500;Hors-service;;;;;48.052638, -1.608517;
-1613327808;-1613327808;Hors-service;;;;;48.099033, -1.631955;
1681896774;1681896774;Hors-service;;;;;48.106158, -1.674746;
-227427474;-227427474;Hors-service;;;;;48.146958, -1.705945;
1684350250;1684350250;Hors-service;;;;;48.052395, -1.716756;
2046710778;2046710778;Hors-service;;;;;48.052717, -1.716597;
137386530;137386530;Hors-service;;;;;48.14696, -1.706107;
1866757252;1866757252;Hors-service;;;;;48.052318, -1.716669;
-424186498;-424186498;Hors-service;;;;;48.049913, -1.599151;
319793532;319793532;En ligne;0077;77;0;Pacé;48.120821, -1.70853;44
-2063396040;-2063396040;En ligne;0059;59;1;Rennes;48.029196, -1.752669;0
1049421540;1049421540;Hors-service;;;;;48.097195, -1.624352;
